178.254.29.124 - - [01/May/2024:01:31:04 -0300] "GET / HTTP/1.1" 200 3421 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36 Edg/91.0.864.54"
185.16.38.111 - - [01/May/2024:01:34:32 -0300] "GET / HTTP/1.1" 200 11173 "-" "Go-http-client/1.1"
43.128.100.206 - - [01/May/2024:01:45:42 -0300] "GET / HTTP/1.1" 200 3440 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
150.109.16.20 - - [01/May/2024:01:46:14 -0300] "GET / HTTP/1.1" 200 3440 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
43.133.66.151 - - [01/May/2024:01:48:10 -0300] "GET / HTTP/1.1" 200 3440 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
212.132.106.128 - - [01/May/2024:01:51:57 -0300] "GET / HTTP/1.1" 200 3477 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
34.245.217.200 - - [01/May/2024:01:53:01 -0300] "HEAD / HTTP/1.1" 200 274 "https://www.netcraft.com/survey/" "Mozilla/4.0 (compatible; Netcraft Web Server Survey)"
34.16.139.173 - - [01/May/2024:02:08:19 -0300] "GET / HTTP/1.1" 200 11229 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:19 -0300] "GET / HTTP/1.1" 200 11228 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:19 -0300] "GET /wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:19 -0300] "GET /xmlrpc.php?rsd HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:19 -0300] "GET / HTTP/1.1" 200 11228 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:19 -0300] "GET /blog/wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:20 -0300] "GET /web/wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:20 -0300] "GET /wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:20 -0300] "GET /website/wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:20 -0300] "GET /wp/wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:20 -0300] "GET /news/wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:20 -0300] "GET /2018/wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:21 -0300] "GET /2019/wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:21 -0300] "GET /shop/wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:21 -0300] "GET /wp1/wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:21 -0300] "GET /test/wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:21 -0300] "GET /media/wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:22 -0300] "GET /wp2/wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:22 -0300] "GET /site/wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:22 -0300] "GET /cms/wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
34.16.139.173 - - [01/May/2024:02:08:22 -0300] "GET /sito/wp-includes/wlwmanifest.xml HTTP/1.1" 404 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
87.236.176.133 - - [01/May/2024:02:18:04 -0300] "GET / HTTP/1.1" 200 3440 "-" "Mozilla/5.0 (compatible; InternetMeasurement/1.0; +https://internet-measurement.com/)"
17.241.75.32 - - [01/May/2024:02:36:37 -0300] "GET /robots.txt HTTP/1.1" 404 439 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
17.241.75.32 - - [01/May/2024:02:36:37 -0300] "GET / HTTP/1.1" 200 3421 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
43.135.149.154 - - [01/May/2024:02:42:26 -0300] "GET / HTTP/1.1" 200 751 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
212.132.106.128 - - [01/May/2024:03:13:12 -0300] "GET / HTTP/1.1" 200 11229 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:12 -0300] "GET / HTTP/1.1" 200 11228 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:12 -0300] "GET /wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:12 -0300] "GET /xmlrpc.php?rsd HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:12 -0300] "GET / HTTP/1.1" 200 11228 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:13 -0300] "GET /blog/wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:13 -0300] "GET /web/wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:13 -0300] "GET /wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:13 -0300] "GET /website/wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:13 -0300] "GET /wp/wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:14 -0300] "GET /news/wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:14 -0300] "GET /2018/wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:14 -0300] "GET /2019/wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:14 -0300] "GET /shop/wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:14 -0300] "GET /wp1/wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:15 -0300] "GET /test/wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:15 -0300] "GET /media/wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:15 -0300] "GET /wp2/wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:15 -0300] "GET /site/wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:15 -0300] "GET /cms/wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
212.132.106.128 - - [01/May/2024:03:13:16 -0300] "GET /sito/wp-includes/wlwmanifest.xml HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
162.142.125.13 - - [01/May/2024:03:26:40 -0300] "GET / HTTP/1.1" 200 14963 "-" "-"
162.142.125.13 - - [01/May/2024:03:26:48 -0300] "GET / HTTP/1.1" 200 7233 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
162.142.125.13 - - [01/May/2024:03:26:51 -0300] "GET /favicon.ico HTTP/1.1" 404 4229 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
167.94.138.46 - - [01/May/2024:03:32:33 -0300] "GET / HTTP/1.1" 200 11173 "-" "-"
45.156.129.7 - - [01/May/2024:03:32:41 -0300] "GET / HTTP/1.1" 200 6593 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
167.94.138.46 - - [01/May/2024:03:32:41 -0300] "GET / HTTP/1.1" 200 732 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
167.94.138.46 - - [01/May/2024:03:32:43 -0300] "PRI * HTTP/2.0" 400 501 "-" "-"
45.156.129.7 - - [01/May/2024:03:32:44 -0300] "GET /favicon.ico HTTP/1.1" 404 4207 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.117 Safari/537.36"
167.94.138.46 - - [01/May/2024:03:32:52 -0300] "GET /favicon.ico HTTP/1.1" 404 460 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
144.217.135.185 - - [01/May/2024:03:43:07 -0300] "GET / HTTP/1.1" 200 11229 "-" "Mozilla/5.0 (compatible; Dataprovider.com)"
144.217.135.185 - - [01/May/2024:03:43:07 -0300] "GET /robots.txt HTTP/1.1" 404 502 "-" "Mozilla/5.0 (compatible; Dataprovider.com)"
144.217.135.185 - - [01/May/2024:03:43:09 -0300] "GET /sitemap.xml HTTP/1.1" 404 502 "-" "Mozilla/5.0 (compatible; Dataprovider.com)"
144.217.135.185 - - [01/May/2024:03:43:09 -0300] "GET /manual HTTP/1.1" 404 502 "-" "Mozilla/5.0 (compatible; Dataprovider.com)"
144.217.135.185 - - [01/May/2024:03:43:10 -0300] "GET /security.txt HTTP/1.1" 404 502 "-" "Mozilla/5.0 (compatible; Dataprovider.com)"
144.217.135.185 - - [01/May/2024:03:43:10 -0300] "GET /.well-known/security.txt HTTP/1.1" 404 502 "-" "Mozilla/5.0 (compatible; Dataprovider.com)"
144.217.135.185 - - [01/May/2024:03:43:10 -0300] "GET /ads.txt HTTP/1.1" 404 502 "-" "Mozilla/5.0 (compatible; Dataprovider.com)"
144.217.135.185 - - [01/May/2024:03:43:10 -0300] "GET / HTTP/1.1" 200 11228 "-" "Mozilla/5.0 (Linux; Android 10; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36"
144.217.135.185 - - [01/May/2024:03:43:10 -0300] "GET /humans.txt HTTP/1.1" 404 502 "-" "Mozilla/5.0 (compatible; Dataprovider.com)"
149.56.150.71 - - [01/May/2024:03:43:31 -0300] "GET / HTTP/1.1" 200 3477 "-" "Mozilla/5.0 (compatible; Dataprovider.com)"
149.56.150.71 - - [01/May/2024:03:43:31 -0300] "GET /icons/ubuntu-logo.png HTTP/1.1" 200 3623 "http://www.cursosnotadez.online/" "Mozilla/5.0 (compatible; Dataprovider.com)"
194.38.23.16 - - [01/May/2024:03:45:54 -0300] "GET /index.php?option=com_adsmanager&task=upload&tmpl=component HTTP/1.1" 404 510 "-" "ALittle Client"
194.38.23.16 - - [01/May/2024:03:47:55 -0300] "GET /index.php?option=com_adsmanager&task=upload&tmpl=component HTTP/1.1" 404 499 "-" "ALittle Client"
194.38.23.16 - - [01/May/2024:03:47:55 -0300] "GET /sites/all/modules/plupload/plupload/examples/upload.php HTTP/1.1" 404 499 "-" "ALittle Client"
194.38.23.16 - - [01/May/2024:03:48:01 -0300] "GET /sites/all/libraries/plupload/examples/upload.php HTTP/1.1" 404 499 "-" "ALittle Client"
194.38.23.16 - - [01/May/2024:03:48:04 -0300] "GET /sites/all/modules/plupload/plupload/examples/upload.php HTTP/1.1" 404 499 "-" "ALittle Client"
31.13.127.11 - - [01/May/2024:04:24:25 -0300] "GET /lista803/ HTTP/1.1" 200 6984 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
31.13.127.119 - - [01/May/2024:04:24:25 -0300] "GET /lista803/ HTTP/1.1" 200 6984 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
31.13.127.2 - - [01/May/2024:04:24:26 -0300] "GET /lista803/ HTTP/1.1" 206 5341 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
31.13.127.117 - - [01/May/2024:04:24:26 -0300] "GET /lista803/ HTTP/1.1" 200 6984 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
31.13.127.8 - - [01/May/2024:04:24:26 -0300] "GET /lista803 HTTP/1.1" 301 4433 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
31.13.127.8 - - [01/May/2024:04:24:27 -0300] "GET /lista803/ HTTP/1.1" 200 6984 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
31.13.127.19 - - [01/May/2024:04:24:30 -0300] "GET /lista803/ HTTP/1.1" 200 6984 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
31.13.127.12 - - [01/May/2024:04:24:30 -0300] "GET /lista803/ HTTP/1.1" 200 6984 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
139.59.88.27 - - [01/May/2024:04:31:22 -0300] "GET / HTTP/1.1" 200 732 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
139.59.88.27 - - [01/May/2024:04:31:23 -0300] "GET / HTTP/1.1" 200 7233 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
78.153.140.218 - - [01/May/2024:04:44:47 -0300] "GET /.env HTTP/1.1" 404 3788 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
52.167.144.67 - - [01/May/2024:04:49:11 -0300] "GET /robots.txt HTTP/1.1" 404 499 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
40.77.167.78 - - [01/May/2024:04:49:25 -0300] "GET /sitemaps.xml HTTP/1.1" 404 443 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
